,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a147,Class
206,0.135977,0.015633,0.247159,0.9674,0.113154,0.116705,0.868645,0.986129,0.977935,0.214612,0.125035,0.171209,0.011537,0.225,0.692308,0.570978,0.691892,0.55102,0.392405,0.074074,0.646259,0.059794,0.004244,0.183824,0.913777,0.092251,0.043025,0.816153,0.9371,0.925277,0.469779,0.453392,0.492144,0.00256,0.626506,0.757895,0.46281,0.707547,0.44898,0.381579,0.014638,0.455095,0.076768,0.006388,0.19378,0.831206,0.087533,0.062969,0.734414,0.855831,0.845329,0.77782,0.765023,0.758781,0.011049,0.741176,0.739583,0.494652,0.653846,0.680412,0.36,0.017621,0.404733,0.303819,0.018958,0.363478,0.602886,0.103406,0.298551,0.505977,0.631283,0.631222,0.789634,0.7876,0.786227,0.028975,0.851351,0.65,0.815385,0.485577,0.773196,0.324324,0.072052,0.183808,0.278219,0.018116,0.418838,0.60416,0.095374,0.298984,0.514457,0.631283,0.631222,0.788966,0.7876,0.786227,0.028975,0.828947,0.646465,0.716495,0.485577,0.773196,0.324324,0.067164,0.273837,0.255848,0.014754,0.361592,0.60416,0.095374,0.187103,0.514457,0.631283,0.631222,0.771343,0.851427,0.840348,0.028975,0.818182,0.62766,0.716495,0.509174,0.773196,0.328767,0.052241,0.292883,0.255848,0.014754,0.361592,0.60416,0.095374,0.183764,0.514457,0.631283,0.631222,0.729577,0.851427,0.840348,0.025432,0.818182,0.611111,0.716495,0.509174,0.773196,0.328767,0.036561,0.292883,2
207,0.090652,0.030571,0.198864,0.093736,0.077793,0.073227,0.058136,0.107358,0.108889,0.192694,0.283658,0.254443,0.005999,0.3625,0.846154,0.687697,0.843243,0.193878,0.265823,0.092593,0.440269,0.057732,0.007169,0.164216,0.104765,0.055351,0.035202,0.07622,0.114273,0.116852,0.34306,0.47732,0.459448,0.002377,0.554217,0.863158,0.476584,0.825472,0.122449,0.263158,0.01926,0.272424,0.121212,0.015042,0.287081,0.187874,0.133952,0.103448,0.152092,0.20009,0.198405,0.558109,0.655632,0.63172,0.018414,0.741176,0.791667,0.57754,0.692308,0.639175,0.293333,0.035872,0.354444,0.104167,0.008693,0.196522,0.180379,0.062539,0.1,0.14952,0.193371,0.188773,0.497798,0.569108,0.561773,0.016992,0.702703,0.8,0.553846,0.692308,0.639175,0.297297,0.024017,0.371442,0.337043,0.045719,0.386774,0.456031,0.081668,0.361393,0.411096,0.474415,0.456553,0.850059,0.880369,0.872788,0.030943,0.881579,0.646465,0.81701,0.471154,0.85567,0.351351,0.123549,0.184739,0.309942,0.037234,0.33391,0.456031,0.081668,0.226158,0.411096,0.474415,0.456553,0.831072,0.951714,0.932868,0.030943,0.87013,0.62766,0.81701,0.495413,0.85567,0.356164,0.096098,0.205458,0.309942,0.037234,0.33391,0.456031,0.081668,0.222123,0.411096,0.474415,0.456553,0.786072,0.951714,0.932868,0.027159,0.87013,0.611111,0.81701,0.495413,0.85567,0.356164,0.067253,0.205458,6
208,0.135977,0.056279,0.224432,0.055657,0.072136,0.15103,0.078634,0.038443,0.046243,0.140335,0.1256,0.139514,0.07245,0.625,0.794872,0.652997,0.691892,0.77551,0.56962,0.169753,0.23123,0.02268,0.016234,0.105392,0.054747,0.03936,0.029987,0.088009,0.030212,0.041991,0.129637,0.128797,0.138429,0.026884,0.698795,0.884211,0.46832,0.735849,0.72449,0.565789,0.030817,0.272319,0.030303,0.021224,0.086124,0.105427,0.033156,0.035982,0.156923,0.067852,0.083937,0.528105,0.311623,0.332796,0.026168,0.929412,0.895833,0.532086,0.735577,0.731959,0.626667,0.030208,0.108214,0.026042,0.012265,0.050435,0.09717,0.01548,0.034783,0.154365,0.060023,0.07293,0.471037,0.270498,0.295871,0.024146,0.918919,0.9,0.510256,0.735577,0.731959,0.635135,0.020087,0.114691,0.023847,0.011418,0.058116,0.097375,0.014278,0.034833,0.156952,0.060023,0.07293,0.470638,0.270498,0.295871,0.024146,0.894737,0.89899,0.409794,0.735577,0.731959,0.635135,0.017828,0.185431,0.02193,0.009299,0.050173,0.097375,0.014278,0.021798,0.156952,0.060023,0.07293,0.460126,0.292419,0.316238,0.024146,0.883117,0.893617,0.409794,0.747706,0.731959,0.643836,0.013866,0.206137,0.02193,0.009299,0.050173,0.097375,0.014278,0.021409,0.156952,0.060023,0.07293,0.435211,0.292419,0.316238,0.021193,0.883117,0.888889,0.409794,0.747706,0.731959,0.643836,0.009704,0.206137,6
209,0.328612,0.106132,0.315341,0.900146,0.1471,0.318078,0.811717,0.912942,0.911244,0.153729,0.169913,0.191055,0.064144,0.625,0.730769,0.735016,0.724324,0.663265,0.392405,0.351852,0.200411,0.181443,0.109683,0.213235,0.906638,0.095941,0.230769,0.814758,0.920576,0.922435,0.077324,0.123596,0.130149,0.10278,0.554217,0.852632,0.471074,0.391509,0.969388,0.394737,0.214946,0.252407,0.167677,0.116134,0.236842,0.902094,0.111406,0.235382,0.812695,0.914813,0.915788,0.09248,0.13548,0.144265,0.097306,0.694118,0.802083,0.398396,0.375,0.969072,0.386667,0.16866,0.256056,0.144097,0.067114,0.16,0.90119,0.052012,0.227536,0.812126,0.914098,0.914776,0.082486,0.117601,0.128168,0.089787,0.648649,0.81,0.382051,0.375,0.969072,0.391892,0.116157,0.26885,0.483307,0.302274,0.503006,0.909245,0.249001,0.438316,0.821731,0.924041,0.926838,0.149095,0.14993,0.151283,0.005008,0.815789,0.393939,0.463918,0.461538,0.371134,0.378378,0.374378,0.228517,0.444444,0.246176,0.434256,0.909245,0.249001,0.274296,0.821731,0.924041,0.926838,0.145764,0.16208,0.161697,0.005008,0.805195,0.361702,0.463918,0.486239,0.371134,0.383562,0.291196,0.248414,0.630117,0.579205,0.460208,0.918541,0.286122,0.4157,0.832873,0.932395,0.934725,0.200313,0.248692,0.240245,0.017739,0.766234,0.388889,0.520619,0.380734,0.793814,0.383562,0.441661,0.228478,3
210,0.232295,0.151989,0.238636,0.859145,0.076379,0.224256,0.729413,0.909639,0.876236,0.090715,0.12306,0.134182,0.067836,0.4125,0.820513,0.684543,0.713514,0.765306,0.341772,0.348765,0.347394,0.169072,0.053358,0.276961,0.855044,0.087331,0.112125,0.733273,0.903737,0.869533,0.115673,0.153142,0.155839,0.011887,0.60241,0.715789,0.550964,0.693396,0.663265,0.342105,0.097072,0.285435,0.113131,0.06054,0.212919,0.844483,0.072944,0.086957,0.730351,0.888879,0.855093,0.150209,0.203131,0.195161,0.011824,0.717647,0.78125,0.5,0.769231,0.587629,0.346667,0.071743,0.281011,0.206597,0.053158,0.172174,0.868628,0.05387,0.181159,0.754709,0.911964,0.8791,0.169377,0.187881,0.197354,0.012878,0.756757,0.71,0.582051,0.701923,0.639175,0.351351,0.08952,0.262376,0.189189,0.052346,0.198397,0.870463,0.049686,0.181422,0.767357,0.911964,0.8791,0.169233,0.187881,0.197354,0.012878,0.736842,0.707071,0.481959,0.701923,0.639175,0.351351,0.083748,0.374331,0.173977,0.042631,0.17128,0.870463,0.049686,0.113533,0.767357,0.911964,0.8791,0.165453,0.203107,0.210939,0.012878,0.727273,0.691489,0.481959,0.715596,0.639175,0.356164,0.06514,0.39149,0.173977,0.042631,0.17128,0.870463,0.049686,0.111508,0.767357,0.911964,0.8791,0.156495,0.203107,0.210939,0.011303,0.727273,0.677778,0.481959,0.715596,0.639175,0.356164,0.045588,0.39149,1
211,0.249292,0.016154,0.295455,0.547986,0.128713,0.270023,0.855845,0.344137,0.407559,0.25449,0.184025,0.24763,0.092755,0.7875,0.564103,0.671924,0.427027,0.877551,0.911392,0.117284,0.254983,0.164948,0.007664,0.247549,0.495782,0.127921,0.147327,0.766254,0.313327,0.371229,0.472489,0.356221,0.362208,0.039868,0.927711,0.663158,0.636364,0.481132,0.887755,0.907895,0.039291,0.088158,0.072727,0.018957,0.253589,0.581681,0.11008,0.049475,0.876529,0.379289,0.447052,0.491834,0.400684,0.410036,0.001357,0.952941,0.8125,0.596257,0.817308,0.43299,0.893333,0.030837,0.065188,0.159722,0.013456,0.269565,0.523801,0.085449,0.150725,0.790527,0.341975,0.400464,0.796409,0.429642,0.473936,0.020569,0.986486,0.7,0.617949,0.576923,0.762887,0.878378,0.038428,0.016367,0.26868,0.035946,0.44489,0.421757,0.103941,0.267054,0.690101,0.253212,0.299977,0.757319,0.432454,0.485254,0.01717,0.960526,0.585859,0.731959,0.509615,0.752577,0.918919,0.087894,0.062692,0.247076,0.029275,0.384083,0.421757,0.103941,0.167121,0.690101,0.253212,0.299977,0.740404,0.4675,0.518657,0.01717,0.948052,0.56383,0.731959,0.53211,0.752577,0.931507,0.068365,0.085703,0.247076,0.029275,0.384083,0.421757,0.103941,0.164139,0.690101,0.253212,0.299977,0.700313,0.4675,0.518657,0.015071,0.948052,0.544444,0.731959,0.53211,0.752577,0.931507,0.047845,0.085703,8
212,0.385269,0.02814,0.5,0.2776,0.209335,0.338673,0.431391,0.179444,0.203397,0.831659,0.511713,0.521031,0.026765,0.9,0.487179,0.895899,0.583784,0.418367,0.835443,0.182099,0.098471,0.408247,0.012031,0.421569,0.302197,0.237392,0.311604,0.438335,0.219361,0.226643,0.555648,0.476904,0.426115,0.029627,0.831325,0.505263,0.77135,0.457547,0.806122,0.75,0.084746,0.206402,0.462626,0.042159,0.294258,0.374681,0.18435,0.35982,0.581148,0.238631,0.276932,0.699013,0.528787,0.506631,0.011824,0.905882,0.65625,0.90107,0.706731,0.391753,0.866667,0.133417,0.11658,0.493056,0.030866,0.335652,0.387041,0.110836,0.436232,0.555651,0.287855,0.290095,0.589431,0.563798,0.434242,0.011984,0.891892,0.58,0.889744,0.600962,0.556701,0.77027,0.123144,0.124795,0.777424,0.086122,0.591182,0.493075,0.306111,0.706821,0.707182,0.365312,0.379541,0.632425,0.551304,0.488443,0.002504,0.934211,0.292929,0.89433,0.365385,0.525773,0.783784,0.29063,0.102558,0.760234,0.130804,0.49481,0.525283,0.247287,0.49228,0.741252,0.395596,0.409696,0.578921,0.635995,0.526836,0.012341,0.909091,0.361702,0.89433,0.426606,0.690722,0.780822,0.3386,0.137454,0.760234,0.130804,0.49481,0.525283,0.247287,0.483497,0.741252,0.395596,0.409696,0.547574,0.635995,0.526836,0.010832,0.909091,0.333333,0.89433,0.426606,0.690722,0.780822,0.236967,0.137454,8
213,0.232295,0.014244,0.423295,0.426034,0.227723,0.240275,0.716255,0.241666,0.292243,0.580213,0.30031,0.360782,0.064605,0.9,0.589744,0.690852,0.518919,0.714286,0.962025,0.101852,0.118575,0.286598,0.006716,0.568627,0.412433,0.373924,0.329857,0.573768,0.305493,0.327955,0.71238,0.516438,0.442038,0.096379,0.975904,0.505263,0.666667,0.226415,0.969388,0.763158,0.066256,0.033364,0.49697,0.035895,0.830144,0.365953,0.655172,0.386807,0.566521,0.233273,0.271385,0.799088,0.473911,0.496057,0.014538,0.964706,0.4375,0.863636,0.442308,0.412371,0.853333,0.129641,0.044174,0.427083,0.020744,0.591304,0.360101,0.305882,0.373913,0.565206,0.226833,0.26263,0.712737,0.41137,0.441097,0.013414,0.959459,0.46,0.828205,0.442308,0.412371,0.864865,0.089083,0.047914,0.391097,0.019904,0.681363,0.360862,0.282125,0.374456,0.574678,0.226833,0.26263,0.712134,0.41137,0.441097,0.013414,0.934211,0.454545,0.729381,0.442308,0.412371,0.864865,0.083333,0.100018,0.296784,0.04232,0.261246,0.225691,0.095374,0.192552,0.336786,0.154552,0.175505,0.876903,0.510721,0.532118,0.013236,0.961039,0.56383,0.752577,0.600917,0.505155,0.739726,0.091261,0.07226,0.296784,0.04232,0.261246,0.225691,0.095374,0.189117,0.336786,0.154552,0.175505,0.829421,0.510721,0.532118,0.011617,0.961039,0.544444,0.752577,0.600917,0.505155,0.739726,0.063868,0.07226,8
214,0.314448,0.22807,0.261364,0.945439,0.120226,0.372998,0.837764,0.964463,0.96616,0.075799,0.109229,0.11404,0.134749,0.325,0.679487,0.634069,0.486486,0.928571,0.379747,0.57716,0.35474,0.218557,0.078327,0.232843,0.9402,0.091021,0.219035,0.84207,0.956686,0.957367,0.060442,0.100291,0.10552,0.065655,0.506024,0.757895,0.454545,0.466981,0.938776,0.394737,0.174884,0.351924,0.383838,0.301504,0.433014,0.946892,0.346154,0.418291,0.8517,0.961099,0.961676,0.118116,0.13638,0.133513,0.072107,0.705882,0.5,0.489305,0.298077,0.958763,0.386667,0.406545,0.277158,0.350694,0.206607,0.325217,0.943356,0.136223,0.426087,0.858585,0.952599,0.953004,0.147019,0.158676,0.158616,0.066357,0.77027,0.51,0.546154,0.283654,0.958763,0.405405,0.319214,0.229818,0.321145,0.205926,0.374749,0.94535,0.125642,0.426705,0.872974,0.952599,0.953004,0.146895,0.158676,0.158616,0.066357,0.75,0.505051,0.445876,0.283654,0.958763,0.405405,0.301824,0.332688,0.502924,0.267763,0.435986,0.943143,0.209595,0.344233,0.873849,0.950465,0.947854,0.159993,0.228938,0.244335,0.023073,0.74026,0.308511,0.484536,0.33945,0.85567,0.410959,0.362141,0.349849,0.502924,0.267763,0.435986,0.943143,0.209595,0.338091,0.873849,0.950465,0.947854,0.15133,0.228938,0.244335,0.020251,0.74026,0.277778,0.484536,0.33945,0.85567,0.410959,0.253442,0.349849,3
215,0.113314,0.289561,0.230114,0.961373,0.052334,0.086957,0.822861,0.996477,0.995551,0.097412,0.033587,0.038803,0.005999,0.325,0.794872,0.637224,0.940541,0.265306,0.35443,0.33642,0.276712,0.070103,0.073177,0.139706,0.961895,0.03321,0.040417,0.827177,0.997028,0.995874,0.061276,0.027674,0.031423,0.002377,0.421687,0.873684,0.426997,0.924528,0.204082,0.355263,0.079353,0.363604,0.050505,0.108263,0.15311,0.968014,0.046419,0.032984,0.849307,0.994057,0.993215,0.128561,0.066211,0.070609,0.002714,0.752941,0.864583,0.473262,0.932692,0.329897,0.36,0.07489,0.247123,0.043403,0.062565,0.09913,0.967719,0.021672,0.031884,0.84885,0.994007,0.993134,0.114668,0.057473,0.062649,0.002504,0.716216,0.87,0.453846,0.932692,0.329897,0.364865,0.051092,0.259534,0.039746,0.061761,0.114228,0.969764,0.019989,0.03193,0.863076,0.994007,0.993134,0.114571,0.057473,0.062649,0.002504,0.697368,0.868687,0.353093,0.932692,0.329897,0.364865,0.047264,0.370697,0.502924,0.267763,0.435986,0.943143,0.209595,0.344233,0.873849,0.950465,0.947854,0.159993,0.228938,0.244335,0.023073,0.74026,0.308511,0.484536,0.33945,0.85567,0.410959,0.362141,0.349849,0.502924,0.267763,0.435986,0.943143,0.209595,0.338091,0.873849,0.950465,0.947854,0.15133,0.228938,0.244335,0.020251,0.74026,0.277778,0.484536,0.33945,0.85567,0.410959,0.253442,0.349849,1
216,0.152975,0.302936,0.153409,0.893754,0.03819,0.153318,0.721267,0.936633,0.959015,0.106849,0.141406,0.133294,0.067836,0.45,0.923077,0.741325,0.821622,0.683673,0.316456,0.419753,0.336375,0.129897,0.087598,0.328431,0.895095,0.097171,0.083442,0.7191,0.940432,0.965389,0.071697,0.088639,0.088535,0.009876,0.614458,0.736842,0.53168,0.735849,0.653061,0.315789,0.11094,0.3555,0.127273,0.08741,0.320574,0.896384,0.104775,0.094453,0.721502,0.940432,0.965389,0.065325,0.076646,0.074731,0.010467,0.6,0.739583,0.419786,0.730769,0.649485,0.306667,0.090623,0.466499,0.109375,0.050514,0.22087,0.895427,0.048916,0.091304,0.720657,0.939932,0.964973,0.058266,0.066531,0.066316,0.009658,0.540541,0.75,0.402564,0.730769,0.649485,0.310811,0.062009,0.488285,0.044515,0.082046,0.078156,0.920654,0.011993,0.039187,0.766436,0.962179,0.977453,0.125571,0.089958,0.063447,0.007154,0.828947,0.959596,0.407216,0.927885,0.350515,0.324324,0.057629,0.245557,0.350877,0.171688,0.226644,0.936382,0.05197,0.217075,0.819107,0.963178,0.97003,0.195235,0.149249,0.13665,0.004829,0.818182,0.755319,0.536082,0.821101,0.350515,0.356164,0.203805,0.261365,0.562865,0.279294,0.238754,0.941312,0.065677,0.343443,0.824954,0.967946,0.973834,0.18482,0.165457,0.14977,0.004082,0.792208,0.644444,0.536082,0.779817,0.329897,0.356164,0.262018,0.2747,1
217,0.402266,0.108737,0.480114,0.070542,0.224894,0.343249,0.113364,0.041261,0.052355,0.101065,0.114028,0.122927,0.029072,0.6,0.576923,0.681388,0.621622,0.663265,0.670886,0.373457,0.280267,0.245361,0.028389,0.389706,0.064343,0.172202,0.169492,0.115726,0.029806,0.042679,0.061901,0.124844,0.119745,0.013168,0.626506,0.673684,0.465565,0.636792,0.673469,0.657895,0.087057,0.366429,0.236364,0.055018,0.308612,0.088482,0.112732,0.185907,0.164327,0.041108,0.053544,0.253893,0.127384,0.132258,0.015895,0.917647,0.78125,0.585561,0.706731,0.659794,0.746667,0.098804,0.093678,0.329861,0.050681,0.24,0.123969,0.094737,0.281159,0.214182,0.06933,0.081791,0.366192,0.213806,0.227005,0.009837,0.945946,0.76,0.735897,0.730769,0.556701,0.743243,0.115284,0.073913,0.302067,0.049867,0.276553,0.124231,0.087379,0.281567,0.217772,0.06933,0.081791,0.365883,0.213806,0.227005,0.009837,0.921053,0.757576,0.636598,0.730769,0.556701,0.743243,0.108209,0.133273,0.277778,0.040612,0.238754,0.124231,0.087379,0.176203,0.217772,0.06933,0.081791,0.35771,0.231133,0.242631,0.009837,0.909091,0.744681,0.636598,0.743119,0.556701,0.753425,0.084166,0.154959,0.277778,0.040612,0.238754,0.124231,0.087379,0.17306,0.217772,0.06933,0.081791,0.338341,0.231133,0.242631,0.008634,0.909091,0.733333,0.636598,0.743119,0.556701,0.753425,0.058903,0.154959,6
218,0.17847,0.008164,0.227273,0.757419,0.113154,0.155606,0.945041,0.622176,0.652705,0.175342,0.102738,0.109893,0.013383,0.7625,0.75641,0.492114,0.686486,0.326531,0.683544,0.058642,0.280462,0.127835,0.01063,0.208333,0.688068,0.075031,0.076923,0.864612,0.558352,0.591959,0.166111,0.183521,0.163482,0.004755,0.86747,0.789474,0.528926,0.792453,0.357143,0.697368,0.033128,0.144475,0.193939,0.104059,0.339713,0.586324,0.095491,0.148426,0.791477,0.437416,0.487898,0.330042,0.290572,0.267921,0.011049,0.917647,0.78125,0.759358,0.774038,0.515464,0.773333,0.122089,0.098728,0.166667,0.060136,0.234783,0.582506,0.044582,0.143478,0.790844,0.43269,0.481744,0.294377,0.252226,0.238164,0.010195,0.905405,0.79,0.728205,0.774038,0.515464,0.783784,0.083843,0.1048,0.0938,0.062691,0.210421,0.569463,0.035979,0.085631,0.786786,0.42084,0.469079,0.383483,0.297517,0.292524,0.010195,0.921053,0.818182,0.652062,0.817308,0.525773,0.783784,0.063433,0.094087,0.086257,0.051056,0.181661,0.569463,0.035979,0.053588,0.786786,0.42084,0.469079,0.374917,0.321628,0.31266,0.010195,0.909091,0.808511,0.652062,0.825688,0.525773,0.794521,0.049339,0.116509,0.086257,0.051056,0.181661,0.569463,0.035979,0.052632,0.786786,0.42084,0.469079,0.354617,0.321628,0.31266,0.008948,0.909091,0.8,0.652062,0.825688,0.525773,0.794521,0.034529,0.116509,4
219,0.167139,0.01876,0.286932,0.777418,0.09901,0.130435,0.38677,0.889867,0.999101,0.204871,0.319785,0.031398,0.008306,0.6,0.717949,0.637224,0.767568,0.234694,0.037975,0.08642,0.319957,0.053608,0.00787,0.115196,0.764139,0.061501,0.03781,0.390326,0.859118,0.994728,0.258858,0.370787,0.035456,0.01207,0.86747,0.852632,0.520661,0.764151,0.561224,0.039474,0.020801,0.114351,0.046465,0.014177,0.126794,0.719372,0.04244,0.032984,0.393571,0.785187,0.932016,0.33308,0.487765,0.38871,0.007172,0.788235,0.864583,0.564171,0.831731,0.443299,0.08,0.023285,0.277041,0.039931,0.008193,0.08,0.716782,0.019814,0.031884,0.391732,0.783383,0.931199,0.297087,0.423395,0.345608,0.006618,0.756757,0.87,0.541026,0.831731,0.443299,0.081081,0.015284,0.290731,0.036566,0.007342,0.092184,0.718297,0.018275,0.03193,0.398297,0.783383,0.931199,0.296835,0.423395,0.345608,0.006618,0.736842,0.868687,0.440722,0.831731,0.443299,0.081081,0.013267,0.4106,0.033626,0.005979,0.079585,0.718297,0.018275,0.019982,0.398297,0.783383,0.931199,0.290205,0.457707,0.369399,0.006618,0.727273,0.861702,0.440722,0.83945,0.443299,0.082192,0.010319,0.427077,0.103801,0.086931,0.16955,0.873891,0.029697,0.059768,0.739365,0.904064,0.925447,0.35133,0.283809,0.25115,0.00314,0.909091,0.777778,0.525773,0.885321,0.350515,0.342466,0.048522,0.098329,5
220,0.07932,0.017196,0.247159,0.967263,0.031117,0.112128,0.907,0.962438,0.963239,0.316591,0.346599,0.356043,0.078911,0.3125,0.820513,0.599369,0.583784,0.77551,0.43038,0.07716,0.572366,0.045361,0.004491,0.191176,0.900658,0.02337,0.050847,0.843465,0.896803,0.899697,0.657566,0.705993,0.695541,0.027432,0.650602,0.884211,0.471074,0.632075,0.744898,0.434211,0.016179,0.397332,0.044444,0.004286,0.186603,0.901954,0.025199,0.056972,0.846282,0.896803,0.899697,0.599126,0.610471,0.587097,0.029075,0.635294,0.885417,0.360963,0.625,0.742268,0.426667,0.013216,0.516508,0.572917,0.032533,0.37913,0.698416,0.185139,0.514493,0.692447,0.673734,0.680677,0.628218,0.601593,0.59796,0.019317,0.864865,0.24,0.892308,0.346154,0.804124,0.472973,0.144105,0.170912,0.524642,0.031703,0.436874,0.699892,0.17076,0.515239,0.704052,0.673734,0.680677,0.627687,0.601593,0.59796,0.019317,0.842105,0.232323,0.793814,0.346154,0.804124,0.472973,0.135572,0.257341,0.254386,0.043039,0.245675,0.749378,0.084523,0.169846,0.716667,0.743564,0.743308,0.491727,0.607631,0.583745,0.018244,0.831169,0.531915,0.75,0.610092,0.690722,0.424658,0.084489,0.263279,0.254386,0.043039,0.245675,0.749378,0.084523,0.166815,0.716667,0.743564,0.743308,0.465102,0.607631,0.583745,0.016013,0.831169,0.511111,0.75,0.610092,0.690722,0.424658,0.059129,0.263279,2
221,0.065156,0.004516,0.125,0.57392,0.106082,0.066362,0.916398,0.358184,0.408952,0.649619,0.159469,0.257701,0.013383,0.825,0.666667,0.40694,0.643243,0.214286,0.936709,0.027778,0.167197,0.113402,0.012567,0.166667,0.485073,0.116851,0.075619,0.827267,0.278253,0.312918,0.398083,0.336663,0.340764,0.004023,0.855422,0.778947,0.69146,0.811321,0.397959,0.986842,0.03621,0.114769,0.111111,0.012363,0.162679,0.485771,0.125995,0.085457,0.83003,0.278253,0.312918,0.362704,0.291112,0.287634,0.004264,0.835294,0.78125,0.574866,0.807692,0.391753,0.986667,0.029578,0.178718,1.0,0.075688,0.393043,0.35729,0.242105,0.894203,0.566564,0.228922,0.250754,0.776931,0.494924,0.49195,0.018422,0.959459,0.18,0.971795,0.283654,0.783505,0.864865,0.351092,0.054288,0.753577,0.097731,0.418838,0.339312,0.172473,0.751814,0.530157,0.225653,0.244769,0.845998,0.575824,0.574685,0.020569,0.947368,0.161616,0.878866,0.307692,0.824742,0.824324,0.326285,0.08763,0.624269,0.085475,0.352941,0.322973,0.157053,0.420527,0.50488,0.214801,0.232985,0.860688,0.618268,0.613052,0.020569,0.948052,0.202128,0.863402,0.366972,0.824742,0.835616,0.239278,0.091322,0.621345,0.101316,0.321799,0.2933,0.148487,0.424621,0.465838,0.190647,0.209,0.827856,0.610501,0.606577,0.022606,0.948052,0.266667,0.858247,0.37156,0.865979,0.835616,0.186865,0.083483,8
222,0.201133,0.006427,0.377841,0.736828,0.141443,0.24714,0.36766,0.805143,0.984945,0.175951,0.351679,0.124111,0.077065,0.6,0.512821,0.413249,0.416216,0.846939,0.063291,0.067901,0.412141,0.037113,0.009683,0.154412,0.808641,0.02952,0.026076,0.451879,0.930842,0.990923,0.362443,0.30233,0.0569,0.002195,0.951807,0.905263,0.600551,0.839623,0.234694,0.065789,0.021572,0.073959,0.167677,0.025881,0.215311,0.877675,0.06366,0.125937,0.658435,0.95511,0.959063,0.689328,0.201871,0.158961,0.006397,0.964706,0.8125,0.692513,0.798077,0.402062,0.24,0.053493,0.038439,0.144097,0.014957,0.144348,0.876546,0.029721,0.121739,0.657399,0.954733,0.958571,0.614837,0.17523,0.14124,0.005902,0.959459,0.82,0.664103,0.798077,0.402062,0.243243,0.036245,0.041934,0.131955,0.014111,0.166333,0.878398,0.027413,0.121916,0.668416,0.954733,0.958571,0.614317,0.17523,0.14124,0.005902,0.934211,0.818182,0.564433,0.798077,0.402062,0.243243,0.033167,0.09237,0.121345,0.011492,0.143599,0.878398,0.027413,0.076294,0.668416,0.954733,0.958571,0.600596,0.189431,0.150963,0.005902,0.922078,0.808511,0.564433,0.807339,0.402062,0.246575,0.025798,0.114823,0.130117,0.051134,0.134948,0.776797,0.038264,0.077609,0.682044,0.848808,0.751844,0.328638,0.298666,0.460896,0.003297,0.883117,0.844444,0.608247,0.889908,0.329897,0.328767,0.0413,0.166004,5
223,0.110482,0.320827,0.278409,0.997397,0.059406,0.086957,0.92978,0.996037,0.995012,0.102588,0.033587,0.047393,0.008768,0.5625,0.820513,0.687697,0.956757,0.244898,0.417722,0.354938,0.254511,0.080412,0.075484,0.235294,0.998563,0.051661,0.049544,0.932643,0.997749,0.996378,0.052105,0.009779,0.022293,0.003475,0.542169,0.852632,0.438017,0.910377,0.244898,0.421053,0.084746,0.364002,0.078788,0.075294,0.229665,1.0,0.055703,0.055472,0.935759,0.997749,0.996378,0.047474,0.008456,0.018817,0.003683,0.529412,0.854167,0.328877,0.908654,0.237113,0.413333,0.069226,0.476663,0.067708,0.043512,0.154783,1.0,0.026006,0.053623,0.935564,0.99773,0.996335,0.042344,0.00734,0.016579,0.003398,0.459459,0.86,0.315385,0.908654,0.237113,0.418919,0.047162,0.498883,0.047695,0.063596,0.084168,0.983755,0.01028,0.040639,0.926703,0.982384,0.982278,0.201049,0.111823,0.110155,0.007154,0.828947,0.929293,0.412371,0.947115,0.237113,0.418919,0.05058,0.235618,0.04386,0.051794,0.072664,0.983755,0.01028,0.025431,0.926703,0.982384,0.982278,0.196559,0.120885,0.117737,0.007154,0.818182,0.925532,0.412371,0.949541,0.237113,0.424658,0.039342,0.255382,0.023392,0.052318,0.055363,0.977464,0.009138,0.012489,0.920764,0.976209,0.975922,0.258998,0.243795,0.245016,0.006279,0.805195,0.933333,0.420103,0.949541,0.247423,0.424658,0.024374,0.180594,1
